title,company,location,description,category,created,salary_min,salary_max,clean_description,nlp_features,text_for_tfidf
Lead Global Growth Data Analyst,,"New York City, New York","Global Growth Data Team Heetch The main goal of the Global Growth Data team is to provide data-driven insights and flows to optimize Heetch’s expansion efforts. Our focus is on understanding and enhancing growth performance across all markets through data visualisations, flow management, and strategic recommendations. What will be your role As the Lead Growth Data Analyst, you will be responsible for overseeing and managing the Growth Data team. You will ensure the effective management of data …","PR, Advertising & Marketing Jobs",2025-04-11T13:55:17Z,110953.14,110953.14,global growth data team heetch the main goal of the global growth data team is to provide data-driven insights and flows to optimize heetch’s expansion efforts our focus is on understanding and enhancing growth performance across all markets through data visualisations flow management and strategic recommendations what will be your role as the lead growth data analyst you will be responsible for overseeing and managing the growth data team you will ensure the effective management of data …,"{'lemmas': ['global', 'growth', 'datum', 'team', 'heetch', 'main', 'goal', 'global', 'growth', 'datum', 'team', 'provide', 'data-driven', 'insight', 'flow', 'optimize', 'heetch', 'expansion', 'effort', 'focus', 'understanding', 'enhance', 'growth', 'performance', 'market', 'datum', 'visualisation', 'flow', 'management', 'strategic', 'recommendation', 'role', 'lead', 'growth', 'datum', 'analyst', 'responsible', 'oversee', 'manage', 'growth', 'datum', 'team', 'ensure', 'effective', 'management', 'datum'], 'adjs_verbs': ['global', 'heetch', 'main', 'global', 'provide', 'data-driven', 'flow', 'optimize', 'enhance', 'flow', 'strategic', 'responsible', 'oversee', 'manage', 'ensure', 'effective'], 'nouns': ['growth', 'datum', 'team', 'goal', 'growth', 'datum', 'team', 'insight', 'heetch', 'expansion', 'effort', 'focus', 'understanding', 'growth', 'performance', 'market', 'datum', 'visualisation', 'management', 'recommendation', 'role', 'lead', 'growth', 'datum', 'analyst', 'growth', 'datum', 'team', 'management', 'datum'], 'noun_phrases': ['global growth', 'global growth data', 'growth data', 'global growth data team', 'growth data team', 'data team', 'main goal', 'global growth', 'global growth data', 'growth data', 'global growth data team', 'growth data team', 'data team', 'data-driven insights', 'expansion efforts', 'growth performance', 'data visualisations', 'strategic recommendations', 'lead growth', 'lead growth data', 'growth data', 'lead growth data analyst', 'growth data analyst', 'data analyst', 'growth data', 'growth data team', 'data team', 'effective management'], 'entities': []}",global growth datum team heetch main goal global growth datum team provide data-driven insight flow optimize heetch expansion effort focus understanding enhance growth performance market datum visualisation flow management strategic recommendation role lead growth datum analyst responsible oversee manage growth datum team ensure effective management datum global growth global growth data growth data global growth data team growth data team data team main goal global growth global growth data growth data global growth data team growth data team data team data-driven insights expansion efforts growth performance data visualisations strategic recommendations lead growth lead growth data growth data lead growth data analyst growth data analyst data analyst growth data growth data team data team effective management
"Data Analyst, Global Partnerships & Content",Meta,"Grand Central, Manhattan",Summary: The Global Partnerships & Content organization at Meta works closely with the leading content creators and media entities in the world to build and grow innovative and meaningful content and community engagement experiences across a variety of product areas. The Strategy & Operations team within the Global Partnerships & Content organization is seeking a Data Analyst to join the Strategy & Operations team. This role will be responsible for providing critical data analysis and business …,IT Jobs,2025-03-20T10:41:55Z,88774.11,88774.11,summary the global partnerships content organization at meta works closely with the leading content creators and media entities in the world to build and grow innovative and meaningful content and community engagement experiences across a variety of product areas the strategy operations team within the global partnerships content organization is seeking a data analyst to join the strategy operations team this role will be responsible for providing critical data analysis and business …,"{'lemmas': ['summary', 'global', 'partnership', 'content', 'organization', 'meta', 'work', 'closely', 'lead', 'content', 'creator', 'medium', 'entity', 'world', 'build', 'grow', 'innovative', 'meaningful', 'content', 'community', 'engagement', 'experience', 'variety', 'product', 'area', 'strategy', 'operation', 'team', 'global', 'partnership', 'content', 'organization', 'seek', 'data', 'analyst', 'join', 'strategy', 'operation', 'team', 'role', 'responsible', 'provide', 'critical', 'datum', 'analysis', 'business'], 'adjs_verbs': ['summary', 'global', 'meta', 'lead', 'build', 'grow', 'innovative', 'meaningful', 'global', 'seek', 'join', 'responsible', 'provide', 'critical'], 'nouns': ['partnership', 'content', 'organization', 'work', 'content', 'creator', 'medium', 'entity', 'world', 'content', 'community', 'engagement', 'experience', 'variety', 'product', 'area', 'strategy', 'operation', 'team', 'partnership', 'content', 'organization', 'data', 'analyst', 'strategy', 'operation', 'team', 'role', 'datum', 'analysis', 'business'], 'noun_phrases': ['global partnerships', 'global partnerships content', 'partnerships content', 'global partnerships content organization', 'partnerships content organization', 'content organization', 'meta works', 'content creators', 'media entities', 'meaningful content', 'community engagement', 'community engagement experiences', 'engagement experiences', 'product areas', 'strategy operations', 'strategy operations team', 'operations team', 'global partnerships', 'global partnerships content', 'partnerships content', 'global partnerships content organization', 'partnerships content organization', 'content organization', 'data analyst', 'strategy operations', 'strategy operations team', 'operations team', 'critical data', 'critical data analysis', 'data analysis'], 'entities': []}",summary global partnership content organization meta work closely lead content creator medium entity world build grow innovative meaningful content community engagement experience variety product area strategy operation team global partnership content organization seek data analyst join strategy operation team role responsible provide critical datum analysis business global partnerships global partnerships content partnerships content global partnerships content organization partnerships content organization content organization meta works content creators media entities meaningful content community engagement community engagement experiences engagement experiences product areas strategy operations strategy operations team operations team global partnerships global partnerships content partnerships content global partnerships content organization partnerships content organization content organization data analyst strategy operations strategy operations team operations team critical data critical data analysis data analysis
Senior System Reinsurance Data Analyst,Starr Insurance,"New York City, New York","Starr Insurance Companies is a leading insurance and investment organization, providing commercial property and casualty insurance, including travel and accident coverage, to almost every imaginable business and industry in virtually every part of the world. Cornelius Vander Starr established his first insurance company in Shanghai, China in 1919. Today, we are one of the world’s fastest growing insurance organizations, capable of writing in 128 countries on 6 continents. Starr Companies is see…",IT Jobs,2025-04-08T01:58:38Z,94041.58,94041.58,starr insurance companies is a leading insurance and investment organization providing commercial property and casualty insurance including travel and accident coverage to almost every imaginable business and industry in virtually every part of the world cornelius vander starr established his first insurance company in shanghai china in today we are one of the world’s fastest growing insurance organizations capable of writing in countries on continents starr companies is see…,"{'lemmas': ['starr', 'insurance', 'company', 'lead', 'insurance', 'investment', 'organization', 'provide', 'commercial', 'property', 'casualty', 'insurance', 'include', 'travel', 'accident', 'coverage', 'imaginable', 'business', 'industry', 'virtually', 'world', 'cornelius', 'vander', 'starr', 'establish', 'insurance', 'company', 'shanghai', 'china', 'today', 'world', 'fast', 'grow', 'insurance', 'organization', 'capable', 'write', 'country', 'continent', 'starr', 'company'], 'adjs_verbs': ['lead', 'provide', 'commercial', 'include', 'imaginable', 'establish', 'fast', 'grow', 'capable', 'write'], 'nouns': ['starr', 'insurance', 'company', 'insurance', 'investment', 'organization', 'property', 'casualty', 'insurance', 'travel', 'accident', 'coverage', 'business', 'industry', 'world', 'cornelius', 'vander', 'starr', 'insurance', 'company', 'shanghai', 'china', 'today', 'world', 'insurance', 'organization', 'country', 'continent', 'starr', 'company'], 'noun_phrases': ['insurance companies', 'investment organization', 'commercial property', 'casualty insurance', 'accident coverage', 'imaginable business', 'first insurance', 'first insurance company', 'insurance company', 'insurance organizations'], 'entities': [('starr insurance company', 'ORG'), ('shanghai', 'GPE'), ('china', 'GPE')]}",starr insurance company lead insurance investment organization provide commercial property casualty insurance include travel accident coverage imaginable business industry virtually world cornelius vander starr establish insurance company shanghai china today world fast grow insurance organization capable write country continent starr company insurance companies investment organization commercial property casualty insurance accident coverage imaginable business first insurance first insurance company insurance company insurance organizations
"Data Analyst, Global Partnerships & Content",META,"New York City, New York",The Global Partnerships & Content organization at Meta works closely with the leading content creators and media entities in the world to build and grow innovative and meaningful content and community engagement experiences across a variety of product areas. The Strategy & Operations team within the Global Partnerships & Content organization is seeking a Data Analyst to join the Strategy & Operations team. This role will be responsible for providing critical data analysis and business insights …,IT Jobs,2025-04-14T15:34:25Z,96016.36,96016.36,the global partnerships content organization at meta works closely with the leading content creators and media entities in the world to build and grow innovative and meaningful content and community engagement experiences across a variety of product areas the strategy operations team within the global partnerships content organization is seeking a data analyst to join the strategy operations team this role will be responsible for providing critical data analysis and business insights …,"{'lemmas': ['global', 'partnership', 'content', 'organization', 'meta', 'work', 'closely', 'lead', 'content', 'creator', 'medium', 'entity', 'world', 'build', 'grow', 'innovative', 'meaningful', 'content', 'community', 'engagement', 'experience', 'variety', 'product', 'area', 'strategy', 'operation', 'team', 'global', 'partnership', 'content', 'organization', 'seek', 'data', 'analyst', 'join', 'strategy', 'operation', 'team', 'role', 'responsible', 'provide', 'critical', 'datum', 'analysis', 'business', 'insight'], 'adjs_verbs': ['global', 'meta', 'lead', 'build', 'grow', 'innovative', 'meaningful', 'global', 'seek', 'join', 'responsible', 'provide', 'critical'], 'nouns': ['partnership', 'content', 'organization', 'work', 'content', 'creator', 'medium', 'entity', 'world', 'content', 'community', 'engagement', 'experience', 'variety', 'product', 'area', 'strategy', 'operation', 'team', 'partnership', 'content', 'organization', 'data', 'analyst', 'strategy', 'operation', 'team', 'role', 'datum', 'analysis', 'business', 'insight'], 'noun_phrases': ['global partnerships', 'global partnerships content', 'partnerships content', 'global partnerships content organization', 'partnerships content organization', 'content organization', 'meta works', 'content creators', 'media entities', 'meaningful content', 'community engagement', 'community engagement experiences', 'engagement experiences', 'product areas', 'strategy operations', 'strategy operations team', 'operations team', 'global partnerships', 'global partnerships content', 'partnerships content', 'global partnerships content organization', 'partnerships content organization', 'content organization', 'data analyst', 'strategy operations', 'strategy operations team', 'operations team', 'critical data', 'critical data analysis', 'data analysis', 'business insights'], 'entities': []}",global partnership content organization meta work closely lead content creator medium entity world build grow innovative meaningful content community engagement experience variety product area strategy operation team global partnership content organization seek data analyst join strategy operation team role responsible provide critical datum analysis business insight global partnerships global partnerships content partnerships content global partnerships content organization partnerships content organization content organization meta works content creators media entities meaningful content community engagement community engagement experiences engagement experiences product areas strategy operations strategy operations team operations team global partnerships global partnerships content partnerships content global partnerships content organization partnerships content organization content organization data analyst strategy operations strategy operations team operations team critical data critical data analysis data analysis business insights
Marketing Analytics - Data Analyst - ADP,Veeva Systems,"New York City, New York","Veeva Systems is a mission-driven organization and pioneer in industry cloud, helping life sciences companies bring therapies to patients faster. As one of the fastest-growing SaaS companies in history, we surpassed $2B in revenue in our last fiscal year with extensive growth potential ahead. At the heart of Veeva are our values: Do the Right Thing, Customer Success, Employee Success, and Speed. We're not just any public company – we made history in 2021 by becoming a public benefit corporation…","PR, Advertising & Marketing Jobs",2024-08-19T15:29:38Z,60000.0,75000.0,veeva systems is a mission-driven organization and pioneer in industry cloud helping life sciences companies bring therapies to patients faster as one of the fastest-growing saas companies in history we surpassed $2b in revenue in our last fiscal year with extensive growth potential ahead at the heart of veeva are our values do the right thing customer success employee success and speed we re not just any public company – we made history in by becoming a public benefit corporation…,"{'lemmas': ['veeva', 'system', 'mission-driven', 'organization', 'pioneer', 'industry', 'cloud', 'help', 'life', 'science', 'company', 'bring', 'therapy', 'patient', 'fast', 'fastest-growing', 'saas', 'company', 'history', 'surpass', '2b', 'revenue', 'fiscal', 'year', 'extensive', 'growth', 'potential', 'ahead', 'heart', 'veeva', 'value', 'right', 'thing', 'customer', 'success', 'employee', 'success', 'speed', 'public', 'company', 'history', 'public', 'benefit', 'corporation'], 'adjs_verbs': ['mission-driven', 'help', 'bring', 'fastest-growing', 'surpass', 'fiscal', 'extensive', 'right', 'public', 'public'], 'nouns': ['veeva', 'system', 'organization', 'pioneer', 'industry', 'cloud', 'life', 'science', 'company', 'therapy', 'patient', 'saas', 'company', 'history', 'revenue', 'year', 'growth', 'potential', 'heart', 'veeva', 'value', 'thing', 'customer', 'success', 'employee', 'success', 'speed', 'company', 'history', 'benefit', 'corporation'], 'noun_phrases': ['mission-driven organization', 'industry cloud', 'life sciences', 'life sciences companies', 'sciences companies', 'fastest-growing saas', 'fastest-growing saas companies', 'saas companies', 'fiscal year', 'extensive growth', 'extensive growth potential', 'growth potential', 'right thing', 'right thing customer', 'thing customer', 'right thing customer success', 'thing customer success', 'customer success', 'right thing customer success employee', 'thing customer success employee', 'customer success employee', 'success employee', 'right thing customer success employee success', 'thing customer success employee success', 'customer success employee success', 'success employee success', 'employee success', 'public company', 'public benefit', 'public benefit corporation', 'benefit corporation'], 'entities': [('veeva', 'GPE'), ('veeva', 'GPE')]}",veeva system mission-driven organization pioneer industry cloud help life science company bring therapy patient fast fastest-growing saas company history surpass 2b revenue fiscal year extensive growth potential ahead heart veeva value right thing customer success employee success speed public company history public benefit corporation mission-driven organization industry cloud life sciences life sciences companies sciences companies fastest-growing saas fastest-growing saas companies saas companies fiscal year extensive growth extensive growth potential growth potential right thing right thing customer thing customer right thing customer success thing customer success customer success right thing customer success employee thing customer success employee customer success employee success employee right thing customer success employee success thing customer success employee success customer success employee success success employee success employee success public company public benefit public benefit corporation benefit corporation
Data Analyst I - Medical Education,Mount Sinai Health System,"East Harlem, Manhattan","Description The primary role of the Data Analyst position in the Department of Medical Education is to create, monitor, analyze, and report on performance indicators used to evaluate the Medical Degree (MD) Program curriculum and other major elements of the medical education program. This role supports projects related to medical education program evaluation and continuous quality improvement required by the Liaison Committee on Medical Education. This position reports to the Associate Dean for…",Scientific & QA Jobs,2025-02-08T09:30:20Z,82567.63,82567.63,description the primary role of the data analyst position in the department of medical education is to create monitor analyze and report on performance indicators used to evaluate the medical degree md program curriculum and other major elements of the medical education program this role supports projects related to medical education program evaluation and continuous quality improvement required by the liaison committee on medical education this position reports to the associate dean for…,"{'lemmas': ['description', 'primary', 'role', 'data', 'analyst', 'position', 'department', 'medical', 'education', 'create', 'monitor', 'analyze', 'report', 'performance', 'indicator', 'evaluate', 'medical', 'degree', 'md', 'program', 'curriculum', 'major', 'element', 'medical', 'education', 'program', 'role', 'support', 'project', 'relate', 'medical', 'education', 'program', 'evaluation', 'continuous', 'quality', 'improvement', 'require', 'liaison', 'committee', 'medical', 'education', 'position', 'report', 'associate', 'dean'], 'adjs_verbs': ['description', 'primary', 'medical', 'create', 'report', 'evaluate', 'medical', 'major', 'medical', 'support', 'relate', 'medical', 'continuous', 'require', 'medical', 'report', 'associate'], 'nouns': ['role', 'data', 'analyst', 'position', 'department', 'education', 'monitor', 'analyze', 'performance', 'indicator', 'degree', 'md', 'program', 'curriculum', 'element', 'education', 'program', 'role', 'project', 'education', 'program', 'evaluation', 'quality', 'improvement', 'liaison', 'committee', 'education', 'position', 'dean'], 'noun_phrases': ['primary role', 'data analyst', 'data analyst position', 'analyst position', 'medical education', 'monitor analyze', 'performance indicators', 'medical degree', 'program curriculum', 'major elements', 'medical education', 'medical education program', 'education program', 'medical education', 'medical education program', 'education program', 'medical education program evaluation', 'education program evaluation', 'program evaluation', 'continuous quality', 'continuous quality improvement', 'quality improvement', 'medical education', 'associate dean'], 'entities': [('md', 'GPE')]}",description primary role data analyst position department medical education create monitor analyze report performance indicator evaluate medical degree md program curriculum major element medical education program role support project relate medical education program evaluation continuous quality improvement require liaison committee medical education position report associate dean primary role data analyst data analyst position analyst position medical education monitor analyze performance indicators medical degree program curriculum major elements medical education medical education program education program medical education medical education program education program medical education program evaluation education program evaluation program evaluation continuous quality continuous quality improvement quality improvement medical education associate dean
CPS Model Coordinator/Data Analyst,SCO Family of Services,"Jamaica, Queens","PURPOSE OF THE POSITION : The Collaborative Problem-Solving (CPS) Coordinator/Data Analyst will be embedded within AOBH’s. The CPS Coordinator will work directly with all AOBH program staff to ensure model fidelity. They will facilitate, track, report on, and follow-up all areas of compliance to the CPS evidence-based model. REPORTS TO : Vice President of Residential and Youth Justice Services SUPERVISES : N/A SPECIFIC RESPONSIBILITIES Work side by side with CPS Coach and/or Consultant to coord…",Teaching Jobs,2024-09-29T11:17:08Z,85960.14,85960.14,purpose of the position the collaborative problem-solving cps coordinator/data analyst will be embedded within aobh’s the cps coordinator will work directly with all aobh program staff to ensure model fidelity they will facilitate track report on and follow-up all areas of compliance to the cps evidence-based model reports to vice president of residential and youth justice services supervises n/a specific responsibilities work side by side with cps coach and/or consultant to coord…,"{'lemmas': ['purpose', 'position', 'collaborative', 'problem-solving', 'cp', 'coordinator', 'datum', 'analyst', 'embed', 'aobh', 'cp', 'coordinator', 'work', 'directly', 'aobh', 'program', 'staff', 'ensure', 'model', 'fidelity', 'facilitate', 'track', 'report', 'follow-up', 'area', 'compliance', 'cps', 'evidence-based', 'model', 'report', 'vice', 'president', 'residential', 'youth', 'justice', 'service', 'supervise', 'n', 'specific', 'responsibility', 'work', 'cp', 'coach', 'and/or', 'consultant', 'coord'], 'adjs_verbs': ['problem-solving', 'embed', 'work', 'ensure', 'facilitate', 'follow-up', 'evidence-based', 'residential', 'supervise', 'specific', 'work', 'coord'], 'nouns': ['purpose', 'position', 'collaborative', 'cp', 'coordinator', 'datum', 'analyst', 'aobh', 'cp', 'coordinator', 'aobh', 'program', 'staff', 'model', 'fidelity', 'track', 'report', 'area', 'compliance', 'cps', 'model', 'report', 'vice', 'president', 'youth', 'justice', 'service', 'responsibility', 'cp', 'coach', 'consultant'], 'noun_phrases': ['problem-solving cps', 'problem-solving cps coordinator', 'cps coordinator', 'data analyst', 'cps coordinator', 'program staff', 'model fidelity', 'track report', 'evidence-based model', 'evidence-based model reports', 'model reports', 'vice president', 'youth justice', 'youth justice services', 'justice services', 'specific responsibilities', 'cps coach'], 'entities': []}",purpose position collaborative problem-solving cp coordinator datum analyst embed aobh cp coordinator work directly aobh program staff ensure model fidelity facilitate track report follow-up area compliance cps evidence-based model report vice president residential youth justice service supervise n specific responsibility work cp coach and/or consultant coord problem-solving cps problem-solving cps coordinator cps coordinator data analyst cps coordinator program staff model fidelity track report evidence-based model evidence-based model reports model reports vice president youth justice youth justice services justice services specific responsibilities cps coach
Senior Data Analyst - Business Intelligence,Maven Clinic,"New York City, New York","Job Description Job Description Maven is the world's largest virtual clinic for women and families on a mission to make healthcare work for all of us. Maven's award-winning digital programs provide clinical, emotional, and financial support all in one platform, spanning fertility & family building, maternity & newborn care, parenting & pediatrics, and menopause & midlife. More than 2,000 employers and health plans trust Maven's end-to-end platform to improve clinical outcomes, reduce healthcare…",IT Jobs,2025-04-11T02:20:41Z,127518.5,127518.5,job description job description maven is the world s largest virtual clinic for women and families on a mission to make healthcare work for all of us maven s award-winning digital programs provide clinical emotional and financial support all in one platform spanning fertility family building maternity newborn care parenting pediatrics and menopause midlife more than employers and health plans trust maven s end-to-end platform to improve clinical outcomes reduce healthcare…,"{'lemmas': ['job', 'description', 'job', 'description', 'maven', 'world', 'large', 'virtual', 'clinic', 'woman', 'family', 'mission', 'healthcare', 'work', 'maven', 'award-winning', 'digital', 'program', 'provide', 'clinical', 'emotional', 'financial', 'support', 'platform', 'span', 'fertility', 'family', 'building', 'maternity', 'newborn', 'care', 'parenting', 'pediatric', 'menopause', 'midlife', 'employer', 'health', 'plan', 'trust', 'maven', 'end-to-end', 'platform', 'improve', 'clinical', 'outcome', 'reduce', 'healthcare'], 'adjs_verbs': ['large', 'virtual', 'work', 'award-winning', 'digital', 'provide', 'clinical', 'emotional', 'financial', 'span', 'newborn', 'menopause', 'trust', 'improve', 'clinical', 'reduce'], 'nouns': ['job', 'description', 'job', 'description', 'maven', 'world', 'clinic', 'woman', 'family', 'mission', 'healthcare', 'maven', 'program', 'support', 'platform', 'fertility', 'family', 'building', 'maternity', 'care', 'parenting', 'pediatric', 'midlife', 'employer', 'health', 'plan', 'maven', 'end-to-end', 'platform', 'outcome', 'healthcare'], 'noun_phrases': ['job description', 'job description job', 'description job', 'job description job description', 'description job description', 'job description', 'virtual clinic', 'digital programs', 'financial support', 'fertility family', 'fertility family building', 'family building', 'fertility family building maternity', 'family building maternity', 'building maternity', 'newborn care', 'newborn care parenting', 'care parenting', 'newborn care parenting pediatrics', 'care parenting pediatrics', 'parenting pediatrics', 'health plans', 'end-to-end platform', 'clinical outcomes'], 'entities': []}",job description job description maven world large virtual clinic woman family mission healthcare work maven award-winning digital program provide clinical emotional financial support platform span fertility family building maternity newborn care parenting pediatric menopause midlife employer health plan trust maven end-to-end platform improve clinical outcome reduce healthcare job description job description job description job job description job description description job description job description virtual clinic digital programs financial support fertility family fertility family building family building fertility family building maternity family building maternity building maternity newborn care newborn care parenting care parenting newborn care parenting pediatrics care parenting pediatrics parenting pediatrics health plans end-to-end platform clinical outcomes
"Data Analyst, Emerging Talent Intern",Metropolitan Transportation Authority,"New York City, New York","Description Position at New York City Transit Departments: Service Delivery-Power Control Center Location: 333 West 53rd Street, New York, NY Position Title: Data Analyst, Emerging Talent Intern Hourly Rate: $21.00 (Graduate), $22.00 (Post-Graduate) Overview of Department: NYCT provides safe, efficient, and reliable service to nearly 6 million customers a day. Our Field Operations team includes train operators and conductors, train service supervisors, tower operators, dispatchers, and many oth…",IT Jobs,2025-04-08T01:20:08Z,56729.12,56729.12,description position at new york city transit departments service delivery-power control center location west 53rd street new york ny position title data analyst emerging talent intern hourly rate $ graduate $ post-graduate overview of department nyct provides safe efficient and reliable service to nearly million customers a day our field operations team includes train operators and conductors train service supervisors tower operators dispatchers and many oth…,"{'lemmas': ['description', 'position', 'new', 'york', 'city', 'transit', 'department', 'service', 'delivery-power', 'control', 'center', 'location', 'west', '53rd', 'street', 'new', 'york', 'ny', 'position', 'title', 'datum', 'analyst', 'emerge', 'talent', 'intern', 'hourly', 'rate', 'graduate', 'post-graduate', 'overview', 'department', 'nyct', 'provide', 'safe', 'efficient', 'reliable', 'service', 'nearly', 'million', 'customer', 'day', 'field', 'operation', 'team', 'include', 'train', 'operator', 'conductor', 'train', 'service', 'supervisor', 'tower', 'operator', 'dispatcher'], 'adjs_verbs': ['delivery-power', 'emerge', 'post-graduate', 'provide', 'safe', 'efficient', 'reliable', 'include', 'train'], 'nouns': ['description', 'position', 'new', 'york', 'city', 'transit', 'department', 'service', 'control', 'center', 'location', 'west', '53rd', 'street', 'new', 'york', 'ny', 'position', 'title', 'datum', 'analyst', 'talent', 'intern', 'hourly', 'rate', 'graduate', 'overview', 'department', 'nyct', 'service', 'customer', 'day', 'field', 'operation', 'team', 'train', 'operator', 'conductor', 'service', 'supervisor', 'tower', 'operator', 'dispatcher'], 'noun_phrases': ['description position', 'departments service', 'delivery-power control', 'delivery-power control center', 'control center', 'delivery-power control center location', 'control center location', 'center location', 'delivery-power control center location west', 'control center location west', 'center location west', 'location west', 'title data', 'title data analyst', 'data analyst', 'talent intern', 'post-graduate overview', 'reliable service', 'field operations', 'field operations team', 'operations team', 'train operators', 'service supervisors', 'service supervisors tower', 'supervisors tower', 'service supervisors tower operators', 'supervisors tower operators', 'tower operators', 'service supervisors tower operators dispatchers', 'supervisors tower operators dispatchers', 'tower operators dispatchers', 'operators dispatchers'], 'entities': [('new york city', 'GPE'), ('west 53rd', 'LOC'), ('new york', 'GPE')]}",description position new york city transit department service delivery-power control center location west 53rd street new york ny position title datum analyst emerge talent intern hourly rate graduate post-graduate overview department nyct provide safe efficient reliable service nearly million customer day field operation team include train operator conductor train service supervisor tower operator dispatcher description position departments service delivery-power control delivery-power control center control center delivery-power control center location control center location center location delivery-power control center location west control center location west center location west location west title data title data analyst data analyst talent intern post-graduate overview reliable service field operations field operations team operations team train operators service supervisors service supervisors tower supervisors tower service supervisors tower operators supervisors tower operators tower operators service supervisors tower operators dispatchers supervisors tower operators dispatchers tower operators dispatchers operators dispatchers
Data Analyst III (Care Navigation),Rightway,"New York City, New York","ABOUT THE ROLE: We are seeking a full-time Data Analyst III to join our Data & Insights team. In this role, you’ll be responsible for carrying out data analysis that demonstrates our company’s impact to clients and strategic partners in the care navigation space. You will support the development and execution of analytics, provide data-driven strategic insights, and create customized analytic approaches in a care navigation setting. This role supports Rightway’s management, operations, and othe…",Consultancy Jobs,2025-03-29T23:45:02Z,90000.0,140000.0,about the role we are seeking a full-time data analyst iii to join our data insights team in this role you’ll be responsible for carrying out data analysis that demonstrates our company’s impact to clients and strategic partners in the care navigation space you will support the development and execution of analytics provide data-driven strategic insights and create customized analytic approaches in a care navigation setting this role supports rightway’s management operations and othe…,"{'lemmas': ['role', 'seek', 'full-time', 'datum', 'analyst', 'iii', 'join', 'data', 'insight', 'team', 'role', 'responsible', 'carry', 'datum', 'analysis', 'demonstrate', 'company', 'impact', 'client', 'strategic', 'partner', 'care', 'navigation', 'space', 'support', 'development', 'execution', 'analytic', 'provide', 'data-driven', 'strategic', 'insight', 'create', 'customize', 'analytic', 'approach', 'care', 'navigation', 'set', 'role', 'support', 'rightway', 'management', 'operation'], 'adjs_verbs': ['seek', 'full-time', 'join', 'responsible', 'carry', 'demonstrate', 'strategic', 'support', 'provide', 'data-driven', 'strategic', 'create', 'customize', 'analytic', 'set', 'support'], 'nouns': ['role', 'datum', 'analyst', 'iii', 'data', 'insight', 'team', 'role', 'datum', 'analysis', 'company', 'impact', 'client', 'partner', 'care', 'navigation', 'space', 'development', 'execution', 'analytic', 'insight', 'approach', 'care', 'navigation', 'role', 'rightway', 'management', 'operation'], 'noun_phrases': ['full-time data', 'full-time data analyst', 'data analyst', 'data insights', 'data insights team', 'insights team', 'data analysis', 'strategic partners', 'care navigation', 'care navigation space', 'navigation space', 'strategic insights', 'analytic approaches', 'care navigation', 'management operations'], 'entities': []}",role seek full-time datum analyst iii join data insight team role responsible carry datum analysis demonstrate company impact client strategic partner care navigation space support development execution analytic provide data-driven strategic insight create customize analytic approach care navigation set role support rightway management operation full-time data full-time data analyst data analyst data insights data insights team insights team data analysis strategic partners care navigation care navigation space navigation space strategic insights analytic approaches care navigation management operations
